,ENG-SPA_id,Phonemes_ENG,Phonemes_SPA,Total_phonemes_ENG,Total_phonemes_SPA
124,s2_10_seg125,"[('m', 0.31, 0.34), ('w', 0.53, 0.56), ('m', 1.63, 1.71), ('v', 2.06, 2.09), ('m', 2.17, 2.22), ('f', 2.22, 2.28), ('v', 2.49, 2.52), ('f', 2.93, 3.01), ('m', 3.04, 3.11), ('f', 3.17, 3.26)]","[('m', 0.146, 0.226), ('p', 0.616, 0.666), ('p', 0.756, 0.796), ('p', 1.906, 1.946), ('B', 2.246, 2.276)]",10,5
125,s2_10_seg126,"[('m', 0.34, 0.37), ('b', 0.42, 0.45), ('p', 0.52, 0.58)]","[('b', 0.016, 0.086)]",3,1
126,s2_10_seg127,"[('w', 0.0, 0.06), ('w', 0.41, 0.5)]","[('p', 0.0, 0.056), ('w', 0.056, 0.116), ('p', 0.546, 0.616), ('m', 0.876, 0.926)]",2,4
127,s2_10_seg128,"[('w', 0.0, 0.03), ('b', 0.34, 0.39)]","[('p', 0.216, 0.256)]",2,1
128,s2_10_seg129,"[('m', 0.14, 0.17), ('b', 0.21, 0.3), ('p', 0.48, 0.59)]","[('m', 0.126, 0.186), ('m', 0.246, 0.306)]",3,2
129,s2_10_seg130,"[('b', 0.08, 0.11), ('f', 0.35, 0.48), ('b', 1.01, 1.04)]","[('p', 0.546, 0.616), ('B', 1.336, 1.376)]",3,2
130,s2_10_seg131,"[('m', 3.47, 3.53), ('f', 3.68, 3.75), ('m', 4.12, 4.22)]","[('m', 3.256, 3.306), ('m', 3.946, 4.016)]",3,2
131,s2_10_seg132,"[('f', 0.13, 0.16), ('w', 1.36, 1.39), ('b', 1.48, 1.56)]","[('w', 0.026, 0.086), ('B', 0.236, 0.266)]",3,2
132,s2_10_seg133,"[('b', 1.29, 1.36), ('m', 1.77, 1.89)]","[('B', 1.451, 1.506), ('B', 1.646, 1.696), ('m', 1.806, 1.836)]",2,3
133,s2_10_seg134,"[('w', 0.0, 0.09), ('f', 0.29, 0.36), ('m', 1.37, 1.41)]","[('B', 0.906, 0.956), ('B', 1.066, 1.126)]",3,2
134,s2_10_seg135,"[('b', 0.0, 0.05), ('m', 0.41, 0.53), ('b', 0.63, 0.7)]","[('m', 0.666, 0.696), ('m', 0.846, 0.886)]",3,2
135,s2_10_seg136,"[('w', 0.6, 0.79), ('m', 2.17, 2.28)]","[('p', 1.956, 1.986), ('w', 1.986, 2.076), ('m', 2.236, 2.326), ('p', 2.326, 2.356), ('m', 2.616, 2.666)]",2,5
136,s2_10_seg137,"[('f', 0.06, 0.11), ('m', 0.17, 0.2), ('w', 0.78, 0.9)]",[],3,0
137,s2_10_seg138,"[('w', 0.03, 0.06), ('f', 0.24, 0.27)]","[('p', 0.376, 0.426)]",2,1
138,s2_10_seg139,"[('p', 0.88, 0.92)]","[('p', 0.876, 0.936)]",1,1
139,s2_10_seg140,"[('v', 0.14, 0.18), ('p', 0.5, 0.54), ('p', 0.66, 0.72), ('p', 0.84, 0.92), ('v', 2.13, 2.925), ('b', 3.08, 3.16), ('f', 3.7, 3.76), ('m', 4.18, 4.23)]","[('B', 0.186, 0.256), ('p', 0.916, 0.986), ('m', 3.446, 3.526), ('m', 3.726, 3.786), ('p', 3.826, 3.896), ('m', 4.356, 4.426)]",8,6
140,s2_10_seg141,"[('v', 0.09, 0.12), ('p', 5.04, 5.08), ('b', 5.3, 5.33)]","[('p', 3.096, 3.146), ('p', 5.046, 5.126), ('B', 5.356, 5.386)]",3,3
141,s2_10_seg142,"[('w', 0.02, 0.05), ('v', 0.35, 0.4)]","[('B', 0.686, 0.716)]",2,1
142,s2_10_seg143,"[('w', 0.0, 0.03), ('b', 0.45, 0.5)]","[('B', 0.386, 0.436), ('B', 0.526, 0.556)]",2,2
143,s2_10_seg144,"[('p', 0.13, 0.2), ('m', 0.38, 0.415), ('f', 0.81, 0.895), ('m', 0.895, 0.96)]","[('f', 0.696, 0.776), ('m', 0.916, 0.996)]",4,2
144,s2_10_seg145,"[('v', 0.21, 0.24), ('p', 0.38, 0.41), ('f', 1.07, 1.1), ('f', 1.1, 1.18), ('v', 1.38, 1.43), ('f', 1.66, 1.74), ('w', 2.35, 2.44), ('f', 2.63, 2.84)]","[('B', 0.796, 0.846), ('p', 1.506, 1.546), ('w', 1.546, 1.636), ('m', 1.896, 1.966), ('m', 2.476, 2.506)]",8,5
145,s2_10_seg146,"[('w', 0.09, 0.13)]","[('f', 0.01, 0.076), ('w', 0.076, 0.116)]",1,2
146,s2_10_seg147,"[('f', 0.71, 0.74), ('v', 0.94, 1.01)]","[('p', 0.706, 0.756)]",2,1
147,s2_10_seg148,"[('w', 0.09, 0.12), ('m', 1.2, 1.25)]","[('B', 0.316, 0.346), ('m', 1.426, 1.466), ('b', 1.466, 1.496)]",2,3
148,s2_10_seg149,"[('v', 0.52, 0.61)]","[('m', 0.196, 0.286), ('m', 0.726, 0.756)]",1,2
149,s2_10_seg150,"[('w', 0.42, 0.46), ('m', 0.72, 0.85)]",[],2,0
150,s2_10_seg151,"[('b', 0.0, 0.03), ('w', 0.24, 0.27), ('m', 1.21, 1.25)]","[('p', 0.026, 0.056), ('m', 0.726, 0.806), ('B', 1.376, 1.426)]",3,3
151,s2_10_seg152,"[('p', 0.32, 0.43), ('m', 1.52, 1.6)]","[('b', 0.006, 0.056), ('w', 1.536, 1.666), ('m', 1.896, 1.926)]",2,3
152,s2_10_seg153,"[('w', 0.0, 0.03), ('b', 0.4, 0.43), ('b', 1.25, 1.28)]","[('p', 0.0, 0.026), ('m', 1.336, 1.386)]",3,2
153,s2_10_seg154,"[('p', 1.84, 1.88)]","[('p', 0.976, 1.006), ('f', 1.356, 1.406), ('B', 2.166, 2.206)]",1,3
154,s2_10_seg155,"[('f', 0.11, 0.14), ('p', 1.0, 1.03), ('m', 2.29, 2.35), ('p', 2.87, 2.9), ('p', 2.99, 3.03), ('v', 3.3, 3.34)]","[('p', 0.526, 0.556), ('w', 0.556, 0.586), ('p', 1.776, 1.806), ('p', 2.836, 2.866), ('m', 3.086, 3.166), ('m', 3.436, 3.506)]",6,6
155,s2_10_seg156,"[('w', 0.12, 0.15)]",[],1,0
156,s2_10_seg157,[],[],0,0
157,s2_10_seg158,"[('w', 0.25, 0.28), ('b', 1.02, 1.11)]","[('p', 0.676, 0.726), ('m', 1.136, 1.166)]",2,2
158,s2_10_seg159,"[('v', 0.28, 0.32), ('w', 1.92, 2.01), ('f', 2.11, 2.19), ('v', 2.34, 2.4)]","[('p', 0.0, 0.026), ('m', 0.196, 0.266), ('B', 0.876, 0.926), ('p', 1.506, 1.576), ('p', 2.016, 2.076), ('B', 2.236, 2.286)]",4,6
159,s2_10_seg160,"[('w', 0.18, 0.23), ('m', 0.26, 0.3), ('b', 0.69, 0.74)]","[('m', 0.186, 0.256), ('f', 0.726, 0.796), ('p', 1.046, 1.126)]",3,3
160,s2_10_seg161,"[('w', 0.17, 0.32), ('f', 0.42, 0.47), ('m', 0.75, 0.79), ('p', 0.79, 0.87), ('m', 1.43, 1.49), ('p', 1.68, 1.73)]","[('B', 0.176, 0.206), ('B', 0.386, 0.436), ('p', 0.486, 0.546), ('m', 0.836, 0.886), ('p', 0.886, 0.926), ('m', 1.256, 1.346), ('B', 1.526, 1.586)]",6,7
161,s2_10_seg162,"[('w', 0.0, 0.04), ('m', 0.46, 0.49), ('p', 1.17, 1.27), ('b', 1.68, 1.71), ('f', 1.91, 2.01), ('m', 2.26, 2.35)]","[('m', 0.346, 0.416), ('b', 0.416, 0.466), ('m', 0.556, 0.636), ('m', 1.816, 1.886), ('b', 1.886, 1.916)]",6,5
162,s2_10_seg163,"[('f', 0.03, 0.1)]","[('b', 0.036, 0.116)]",1,1
163,s2_10_seg164,[],[],0,0
164,s2_10_seg165,[],"[('p', 0.236, 0.286)]",0,1
165,s2_10_seg166,"[('p', 0.09, 0.14), ('m', 0.37, 0.4), ('f', 1.58, 1.65), ('v', 1.69, 1.76), ('p', 2.14, 2.26)]","[('p', 0.126, 0.186), ('b', 1.526, 1.616), ('B', 1.846, 1.876), ('p', 2.226, 2.266)]",5,4
166,s2_10_seg167,"[('v', 0.12, 0.18), ('v', 0.44, 0.48)]","[('m', 0.486, 0.516)]",2,1
167,s2_10_seg168,"[('w', 0.06, 0.19), ('f', 0.34, 0.38), ('m', 0.68, 0.73), ('p', 0.73, 0.78)]","[('B', 0.286, 0.326), ('m', 0.626, 0.686), ('p', 0.686, 0.746)]",4,3
168,s2_10_seg169,"[('w', 0.13, 0.16), ('f', 0.26, 0.37), ('v', 1.14, 1.22)]","[('B', 0.126, 0.166), ('w', 0.486, 0.576), ('B', 1.376, 1.416)]",3,3
169,s2_10_seg170,"[('f', 0.28, 0.36), ('m=', 0.36, 0.42), ('v', 1.96, 2.04), ('w', 2.2, 2.34), ('p', 2.49, 2.61), ('p', 2.67, 2.74)]","[('B', 1.396, 1.426), ('p', 2.546, 2.586), ('B', 2.646, 2.706), ('B', 3.096, 3.146), ('F', 3.216, 3.316), ('w', 3.316, 3.366)]",6,6
170,s2_10_seg171,"[('w', 0.42, 0.48), ('w', 0.74, 0.77), ('p', 0.98, 1.01), ('f', 1.4, 1.51), ('m', 1.59, 1.63)]","[('p', 0.936, 0.996)]",5,1
171,s2_10_seg172,"[('v', 0.04, 0.07), ('b', 0.07, 0.1), ('v', 2.23, 2.325)]","[('B', 2.466, 2.506)]",3,1
172,s2_10_seg173,"[('m', 0.18, 0.25), ('v', 0.45, 0.56)]","[('p', 0.006, 0.046), ('w', 0.046, 0.146), ('B', 0.376, 0.416)]",2,3
173,s2_10_seg174,"[('v', 0.58, 0.61), ('b', 1.34, 1.37), ('v', 2.0, 2.08), ('p', 2.08, 2.15), ('p', 2.24, 2.35)]","[('m', 0.566, 0.666), ('B', 0.666, 0.706), ('m', 1.226, 1.306), ('m', 1.686, 1.736), ('p', 2.166, 2.206)]",5,5
174,s2_10_seg175,[],"[('m', 0.566, 0.626)]",0,1
175,s2_10_seg176,"[('w', 0.16, 0.26), ('m', 2.5, 2.61)]","[('p', 0.836, 0.886), ('m', 2.246, 2.306)]",2,2
176,s2_10_seg177,[],[],0,0
177,s2_10_seg178,"[('v', 0.49, 0.61)]","[('B', 0.306, 0.336), ('m', 0.426, 0.496), ('b', 0.496, 0.526)]",1,3
178,s2_10_seg179,"[('w', 0.09, 0.12), ('f', 0.47, 0.55)]","[('B', 0.376, 0.406), ('B', 0.486, 0.516), ('p', 1.216, 1.276)]",2,3
179,s2_10_seg180,"[('f', 0.1, 0.13), ('b', 0.3, 0.34), ('f', 0.87, 0.95), ('w', 1.22, 1.25), ('v', 1.44, 1.47), ('b', 1.47, 1.6), ('f', 2.59, 2.68), ('b', 3.0, 3.05), ('p', 3.16, 3.22), ('m', 3.44, 3.47)]","[('B', 0.316, 0.356), ('B', 1.776, 1.806), ('p', 2.816, 2.846), ('m', 3.096, 3.146), ('B', 3.406, 3.436)]",10,5
180,s2_10_seg181,"[('f', 0.46, 0.57), ('v', 0.79, 0.83)]","[('p', 0.406, 0.476), ('B', 0.746, 0.796)]",2,2
181,s2_10_seg182,"[('p', 1.0, 1.03), ('m', 1.54, 1.59)]","[('B', 0.226, 0.276), ('p', 0.526, 0.586), ('p', 0.886, 0.936)]",2,3
182,s2_10_seg183,"[('v', 0.07, 0.11), ('m', 0.31, 0.37)]","[('m', 0.256, 0.306)]",2,1
183,s2_10_seg184,"[('w', 0.275, 0.32), ('b', 0.43, 0.48), ('p', 1.11, 1.15), ('m', 1.29, 1.32), ('f', 1.54, 1.6)]","[('B', 0.126, 0.206), ('m', 0.306, 0.356), ('p', 1.626, 1.676), ('m', 1.776, 1.846)]",5,4
184,s2_10_seg185,"[('w', 0.0, 0.11), ('m', 1.05, 2.32), ('w', 2.47, 2.5), ('w', 2.58, 2.61), ('b', 2.64, 2.67), ('f', 2.97, 3.02)]","[('B', 2.796, 2.866)]",6,1
185,s2_10_seg186,"[('w', 0.0, 0.06), ('m', 0.28, 0.34), ('f', 1.78, 1.92)]","[('p', 0.596, 0.636), ('B', 1.826, 1.856)]",3,2
186,s2_10_seg187,"[('v', 0.32, 0.35), ('b', 1.11, 1.14)]","[('B', 0.376, 0.436), ('w', 1.506, 1.586)]",2,2
187,s2_10_seg188,"[('f', 0.29, 0.4), ('w', 0.82, 0.85), ('v', 1.17, 1.24)]","[('f', 0.486, 0.526), ('m', 1.166, 1.216), ('p', 1.426, 1.476), ('m', 1.546, 1.616)]",3,4
188,s2_10_seg189,"[('m', 1.31, 2.19)]","[('p', 0.836, 0.906), ('p', 1.216, 1.316), ('m', 3.006, 3.106)]",1,3
189,s2_10_seg190,"[('w', 0.51, 0.59), ('w', 0.84, 0.91), ('v', 1.01, 1.04), ('w', 1.27, 1.33), ('f', 1.64, 1.76)]","[('p', 0.756, 0.786), ('B', 1.226, 1.256), ('B', 1.586, 1.646), ('B', 1.956, 1.986)]",5,4
190,s2_10_seg191,"[('f', 1.08, 1.11), ('f', 1.6, 1.74), ('b', 1.74, 1.78), ('f', 2.1, 2.14), ('m', 2.59, 2.65), ('w', 3.11, 3.14)]","[('B', 1.586, 1.676), ('w', 2.566, 2.656), ('B', 3.026, 3.076)]",6,3
191,s2_10_seg192,"[('w', 0.08, 0.11), ('b', 0.22, 0.26), ('p', 0.37, 0.42), ('v', 0.62, 0.69), ('m', 2.65, 2.72)]","[('B', 1.216, 1.306), ('m', 2.496, 2.556)]",5,2
192,s2_10_seg193,"[('f', 0.07, 0.1), ('w', 1.07, 1.1), ('f', 3.27, 3.39), ('m', 4.59, 4.62), ('w', 4.62, 4.7), ('w', 4.79, 4.83), ('m', 5.02, 5.13), ('f', 5.21, 5.28), ('m', 5.37, 5.52)]","[('w', 0.046, 0.106), ('m', 0.276, 0.346), ('m', 0.646, 0.716), ('p', 2.916, 3.196), ('p', 3.426, 3.476), ('m', 4.116, 4.176), ('p', 4.176, 4.216), ('b', 4.856, 4.896), ('p', 5.426, 5.456), ('m', 5.586, 5.646)]",9,10
193,s2_10_seg194,"[('m', 0.53, 0.65)]","[('p', 0.146, 0.176), ('m', 0.716, 0.786)]",1,2
194,s2_10_seg195,"[('b', 0.48, 0.53)]",[],1,0
195,s2_10_seg196,"[('m', 0.41, 0.44), ('m', 0.65, 0.71), ('m', 0.77, 0.85), ('w', 1.01, 1.04), ('f', 1.395, 1.44), ('m=', 1.44, 1.53), ('f', 2.3, 2.35), ('w', 2.66, 2.71), ('w', 2.84, 2.95), ('b', 3.25, 3.28), ('v', 3.74, 3.77), ('b', 4.11, 4.15), ('v', 4.68, 4.74)]","[('m', 0.366, 0.446), ('B', 0.496, 0.566), ('B', 0.926, 0.976), ('f', 1.136, 1.196), ('w', 1.196, 1.256), ('F', 2.676, 2.726), ('w', 2.806, 2.866), ('f', 3.016, 3.066), ('m', 3.546, 3.636), ('p', 4.296, 4.336), ('B', 4.536, 4.576)]",13,11
196,s2_10_seg197,"[('f', 0.08, 0.15), ('v', 0.29, 0.32), ('m', 0.32, 0.4), ('p', 0.55, 0.64), ('b', 1.05, 1.1)]","[('p', 0.006, 0.046), ('m', 0.406, 0.476), ('p', 0.536, 0.586), ('p', 1.096, 1.126)]",5,4
197,s2_10_seg198,"[('p', 0.76, 0.9), ('w', 1.32, 1.35), ('w', 1.53, 1.64), ('p', 1.91, 1.94), ('b', 1.98, 2.07), ('v', 2.28, 2.34)]","[('p', 0.876, 0.936), ('p', 2.026, 2.056)]",6,2
198,s2_10_seg199,"[('w', 0.15, 0.18), ('w', 0.27, 0.3), ('m', 0.33, 0.36)]","[('B', 0.116, 0.156), ('m', 0.456, 0.506)]",3,2
199,s2_10_seg200,"[('m', 0.53, 0.57), ('p', 1.01, 1.09)]","[('F', 0.146, 0.176), ('f', 0.176, 0.236), ('B', 0.366, 0.416), ('m', 0.536, 0.576), ('p', 0.946, 1.066), ('p', 1.236, 1.266)]",2,6
200,s2_10_seg201,"[('m', 0.45, 1.02), ('f', 1.76, 1.79), ('b', 3.1, 3.14)]","[('m', 0.506, 0.556), ('B', 1.366, 1.406), ('f', 1.771, 1.836), ('p', 2.856, 2.886), ('w', 2.886, 2.946), ('B', 3.086, 3.136), ('B', 3.216, 3.276)]",3,7
201,s2_10_seg202,"[('f', 0.28, 0.31), ('m', 1.02, 1.08), ('w', 1.15, 1.29), ('f', 2.0, 2.13), ('v', 2.32, 2.37), ('v', 5.41, 5.48)]","[('m', 0.236, 0.286), ('p', 1.036, 1.126), ('w', 1.126, 1.186), ('B', 1.966, 2.016), ('p', 2.536, 4.366), ('p', 4.706, 4.756), ('w', 4.756, 4.806), ('B', 5.106, 5.136)]",6,8
202,s2_10_seg203,"[('f', 0.63, 0.7), ('m', 0.81, 0.89)]","[('B', 0.216, 0.286), ('p', 1.056, 1.106), ('m', 1.176, 1.276)]",2,3
203,s2_10_seg204,"[('f', 0.11, 0.14), ('w', 0.17, 0.33), ('v', 0.61, 0.71), ('w', 2.05, 3.27)]","[('p', 0.646, 0.706), ('w', 1.246, 1.336), ('m', 3.526, 3.576)]",4,3
204,s2_10_seg205,"[('w', 0.38, 0.41), ('f', 0.535, 0.58), ('v', 0.79, 0.84)]","[('B', 0.756, 0.796)]",3,1
205,s2_10_seg206,"[('m', 0.11, 0.14), ('p', 0.14, 0.17), ('f', 0.37, 0.44), ('m', 1.17, 1.24)]","[('m', 0.356, 0.406), ('w', 0.786, 0.816), ('B', 0.866, 0.896), ('m', 1.066, 1.136)]",4,4
206,s2_10_seg207,"[('m', 0.58, 0.63), ('m', 1.04, 1.1), ('p', 1.1, 1.13), ('v', 2.52, 2.57), ('f', 2.83, 2.89)]","[('w', 0.126, 0.176), ('B', 0.236, 0.276), ('m', 0.346, 0.426), ('m', 1.526, 1.586), ('p', 1.586, 1.646), ('m', 2.526, 2.586)]",5,6
207,s2_10_seg208,"[('w', 0.0, 0.11)]","[('p', 0.246, 0.286)]",1,1
208,s2_10_seg209,"[('w', 0.36, 0.41), ('w', 0.6, 0.68), ('m', 0.96, 1.01)]","[('B', 0.716, 0.756), ('B', 2.086, 2.126), ('m', 2.236, 2.276)]",3,3
209,s2_10_seg210,"[('b', 0.41, 0.46), ('f', 1.06, 1.1), ('w', 1.1, 1.13), ('w', 1.57, 1.68), ('b', 1.84, 1.88)]","[('b', 0.066, 0.186), ('B', 0.816, 0.866), ('f', 1.536, 1.576), ('m', 1.706, 1.796)]",5,4
210,s2_10_seg211,"[('b', 0.0, 0.07), ('v', 0.82, 0.91)]","[('m', 0.016, 0.046)]",2,1
211,s2_10_seg212,"[('p', 1.27, 1.3)]","[('p', 1.306, 1.336), ('B', 1.706, 1.746), ('m', 1.796, 1.866)]",1,3
212,s2_10_seg213,"[('m', 0.05, 0.08)]","[('m', 0.0, 0.096)]",1,1
213,s2_10_seg214,"[('b', 0.5, 0.54)]","[('B', 0.606, 0.676), ('w', 0.676, 0.736)]",1,2
214,s2_10_seg215,"[('m', 0.29, 0.36)]",[],1,0
215,s2_10_seg216,[],[],0,0
216,s2_10_seg217,"[('m', 0.65, 0.79), ('m', 1.31, 1.41)]","[('m', 0.626, 0.706), ('m', 1.256, 1.306)]",2,2
217,s2_10_seg218,"[('b', 0.0, 0.03)]","[('p', 1.286, 1.326), ('B', 1.596, 1.626)]",1,2
218,s2_10_seg219,[],[],0,0
219,s2_10_seg220,[],"[('m', 0.146, 0.176)]",0,1
220,s2_10_seg221,"[('w', 0.0, 0.11), ('m', 0.19, 0.27), ('m', 0.33, 0.41), ('f', 0.58, 0.7), ('w', 1.0, 1.09)]","[('w', 0.056, 0.096), ('m', 0.276, 0.326), ('m', 0.396, 0.456), ('B', 0.916, 0.976), ('p', 1.286, 1.346)]",5,5
221,s2_10_seg222,"[('m', 0.43, 0.48), ('w', 0.6, 0.63), ('m', 0.77, 0.88)]","[('F', 0.796, 0.866), ('m', 0.866, 0.916), ('w', 1.286, 1.316)]",3,3
222,s2_10_seg223,"[('m', 0.0, 0.12), ('m', 0.31, 0.43), ('m', 1.22, 1.27), ('f', 3.77, 3.91), ('m', 4.15, 4.28), ('f', 4.61, 4.64), ('w', 4.77, 4.8)]","[('m', 0.0, 0.026), ('p', 0.136, 0.176), ('p', 0.316, 0.346), ('m', 0.436, 0.516), ('m', 0.726, 0.786), ('m', 1.276, 1.326), ('w', 3.436, 3.466), ('f', 4.186, 4.216), ('m', 4.456, 4.496)]",7,9
223,s2_10_seg224,[],[],0,0
224,s2_10_seg225,"[('v', 0.09, 0.13), ('b', 0.88, 0.92), ('m', 1.35, 1.44)]","[('m', 0.636, 0.736), ('B', 0.866, 0.916), ('m', 1.151, 1.226)]",3,3
225,s2_10_seg226,"[('v', 1.11, 1.15)]","[('w', 0.266, 0.326)]",1,1
226,s2_10_seg227,"[('w', 0.0, 0.05), ('m', 0.58, 0.63), ('v', 0.67, 0.73)]","[('p', 0.016, 0.056), ('m', 0.296, 0.336), ('m', 0.386, 0.436), ('B', 0.826, 0.876)]",3,4
227,s2_10_seg228,"[('w', 0.13, 0.2), ('m', 0.61, 0.65), ('p', 1.55, 1.59), ('m', 1.89, 1.95), ('v', 2.34, 2.47)]","[('B', 2.026, 2.056), ('B', 2.366, 2.406)]",5,2
228,s2_10_seg229,"[('v', 0.3, 0.41)]","[('B', 0.166, 0.196), ('B', 0.536, 0.566)]",1,2
229,s2_10_seg230,"[('m', 0.04, 0.07), ('f', 0.33, 0.39), ('v', 0.67, 0.73)]","[('m', 0.206, 0.256), ('p', 1.066, 1.116), ('w', 1.536, 1.626)]",3,3
230,s2_10_seg231,"[('m', 1.18, 1.24), ('b', 1.24, 1.27), ('m', 1.68, 1.73), ('b', 2.11, 2.29)]","[('F', 1.796, 1.826), ('m', 1.826, 1.906), ('B', 2.066, 2.106)]",4,3
231,s2_10_seg232,"[('m', 0.57, 0.63), ('f', 0.63, 0.67), ('m', 0.75, 0.81), ('v', 1.35, 1.38), ('v', 2.61, 2.64), ('w', 2.71, 2.74)]","[('B', 0.436, 0.476), ('b', 0.776, 0.816), ('p', 1.126, 1.166), ('p', 1.326, 1.356), ('m', 1.546, 1.636), ('m', 2.296, 2.386)]",6,6
232,s2_10_seg233,[],"[('B', 1.356, 1.406)]",0,1
233,s2_10_seg234,"[('b', 0.16, 0.21), ('p', 1.14, 1.17), ('v', 1.21, 1.27), ('m', 1.95, 1.98), ('p', 1.98, 2.01)]","[('m', 0.0, 0.096), ('B', 0.636, 0.676), ('p', 1.056, 1.106), ('m', 1.266, 1.346), ('p', 1.346, 1.376), ('m', 1.936, 2.046), ('p', 2.046, 2.086)]",5,7
234,s2_10_seg235,"[('f', 0.0, 0.05), ('m', 0.11, 0.23), ('p', 0.23, 0.29), ('w', 0.5, 0.61)]","[('p', 0.0, 0.026), ('m', 0.396, 0.486), ('p', 0.876, 0.916)]",4,3
235,s2_10_seg236,[],"[('m', 0.006, 0.106)]",0,1
236,s2_10_seg237,"[('m', 0.99, 1.06)]","[('m', 0.436, 0.496), ('m', 1.046, 1.076)]",1,2
237,s2_10_seg238,"[('w', 0.0, 0.07), ('v', 0.88, 0.92), ('v', 1.16, 1.2), ('m', 2.35, 2.61)]","[('m', 0.456, 0.506), ('B', 0.766, 0.826), ('B', 0.926, 0.986), ('B', 1.266, 1.306)]",4,4
238,s2_10_seg239,"[('m', 0.12, 0.19), ('p', 3.19, 3.22), ('m', 3.57, 3.64), ('w', 3.89, 4.06)]","[('m', 3.566, 3.596), ('b', 3.596, 3.636)]",4,2
239,s2_10_seg240,"[('p', 0.68, 0.75)]","[('w', 0.196, 0.286), ('p', 0.726, 0.776)]",1,2
240,s2_10_seg241,"[('m', 0.1, 0.14), ('p', 0.23, 0.26), ('m', 0.26, 0.29), ('m', 0.85, 0.95), ('p', 0.95, 0.99)]","[('m', 0.246, 0.386), ('p', 0.976, 1.006)]",5,2
241,s2_10_seg242,"[('v', 0.3, 0.33), ('m', 0.33, 0.38), ('b', 0.49, 0.52), ('f', 0.89, 0.92), ('w', 1.12, 1.15), ('w', 2.36, 2.46), ('w', 2.72, 2.75), ('p', 2.96, 3.08), ('v', 3.31, 3.41), ('w', 3.47, 3.5), ('b', 3.56, 3.59), ('w', 5.54, 5.66)]","[('B', 0.346, 0.406), ('B', 0.596, 0.656), ('m', 0.876, 0.926), ('m', 1.066, 1.126), ('p', 2.726, 2.776), ('p', 3.116, 3.156), ('B', 5.076, 5.116), ('m', 5.556, 5.656)]",12,8
242,s2_10_seg243,"[('m', 0.14, 0.17), ('w', 0.22, 0.25), ('f', 0.5, 0.53), ('v', 0.74, 0.79)]","[('m', 0.176, 0.206), ('p', 0.506, 0.546), ('w', 0.546, 0.616), ('p', 1.286, 1.316), ('w', 1.666, 1.716)]",4,5
243,s2_10_seg244,[],"[('B', 0.216, 0.256)]",0,1
244,s2_10_seg245,"[('w', 0.0, 0.09), ('v', 1.2, 1.71)]","[('b', 1.306, 1.396)]",2,1
245,s2_10_seg246,[],[],0,0
246,s2_10_seg247,[],[],0,0
247,s2_10_seg248,"[('m', 0.2, 0.23)]","[('p', 0.216, 0.326), ('m', 0.406, 0.466)]",1,2
248,s2_10_seg249,"[('w', 0.34, 0.45), ('f', 0.57, 0.68), ('m', 0.79, 0.84), ('m', 0.84, 0.89)]","[('p', 0.176, 0.216), ('m', 0.776, 0.806)]",4,2
249,s2_10_seg250,"[('w', 0.0, 0.03)]","[('B', 0.356, 0.396)]",1,1
250,s2_10_seg251,"[('w', 0.0, 0.03)]","[('B', 0.066, 0.106)]",1,1
251,s2_10_seg252,"[('w', 0.02, 0.09)]","[('p', 0.016, 0.046)]",1,1
252,s2_10_seg253,"[('v', 0.49, 0.52)]","[('f', 0.371, 0.436), ('m', 0.656, 0.686)]",1,2
253,s2_10_seg254,"[('w', 0.25, 0.3), ('b', 0.42, 0.45), ('f', 1.14, 1.24), ('m', 2.12, 2.19), ('b', 2.39, 2.44), ('f', 2.6, 2.65), ('m', 2.71, 2.74), ('w', 2.9, 2.96)]","[('B', 0.096, 0.146), ('B', 0.206, 0.236), ('B', 0.766, 0.796), ('p', 2.346, 2.396), ('w', 2.396, 2.456)]",8,5
254,s2_10_seg255,"[('m', 0.04, 0.16)]","[('b', 0.0, 0.046), ('p', 0.226, 0.256)]",1,2
255,s2_10_seg256,"[('f', 0.05, 0.085), ('w', 0.51, 0.64), ('v', 2.86, 3.03), ('v', 3.07, 3.27), ('m', 3.85, 4.03)]","[('B', 0.636, 0.666), ('B', 0.746, 0.796), ('B', 0.896, 0.926)]",5,3
256,s2_10_seg257,"[('v', 1.14, 1.3), ('w', 2.72, 2.75)]","[('p', 0.806, 0.906), ('B', 1.506, 1.536)]",2,2
257,s2_10_seg258,"[('w', 0.0, 0.21)]","[('B', 0.066, 0.116)]",1,1
258,s2_10_seg259,"[('w', 0.17, 0.2)]",[],1,0
259,s2_10_seg260,"[('m', 0.67, 0.7), ('m', 0.81, 0.86), ('m', 1.25, 1.31), ('w', 1.45, 1.5), ('w', 1.57, 1.66)]","[('m', 0.166, 0.226), ('p', 0.656, 0.736), ('m', 1.236, 1.336), ('w', 1.466, 1.506), ('B', 1.706, 1.766)]",5,5
260,s2_10_seg261,"[('f', 0.12, 0.22), ('f', 0.56, 0.62), ('m', 1.02, 1.11), ('w', 1.33, 1.36), ('m', 1.83, 1.87), ('b', 1.99, 2.03)]","[('B', 0.756, 0.796), ('w', 1.096, 1.126), ('p', 1.356, 1.386), ('m', 1.926, 1.976)]",6,4
261,s2_10_seg262,"[('w', 0.0, 0.1), ('w', 1.37, 1.41), ('m', 1.58, 1.62), ('b', 1.74, 1.77), ('p', 2.01, 2.07)]","[('m', 0.216, 0.256), ('m', 0.356, 0.396)]",5,2
