,ENG-SPA_id,Phonemes_ENG,Phonemes_SPA,Total_phonemes_ENG,Total_phonemes_SPA
112,s3_2_seg113,"[('w', 0.03, 0.11), ('p', 1.62, 1.65), ('m', 5.56, 6.4), ('f', 7.84, 7.97)]","[('p', 0.566, 0.616), ('B', 8.036, 8.106)]",4,2
113,s3_2_seg114,"[('p', 0.23, 0.31), ('v', 0.57, 0.65), ('m', 0.65, 0.75), ('b', 1.05, 1.08), ('f', 1.74, 1.86), ('m', 1.89, 1.92)]","[('b', 0.026, 0.096), ('B', 0.316, 0.346), ('p', 0.726, 0.786), ('m', 0.896, 0.936), ('B', 1.266, 1.296), ('m', 1.616, 1.706)]",6,6
114,s3_2_seg115,[],"[('p', 0.316, 0.386), ('w', 0.386, 0.436)]",0,2
115,s3_2_seg116,[],"[('B', 1.896, 1.956)]",0,1
116,s3_2_seg117,"[('w', 0.12, 0.15), ('p', 0.88, 0.93), ('p', 1.74, 1.78)]","[('p', 0.706, 0.756)]",3,1
117,s3_2_seg118,"[('w', 0.49, 0.54), ('m', 0.92, 1.01), ('w', 1.23, 1.26), ('p', 1.47, 1.6), ('f', 2.97, 3.1)]","[('p', 0.656, 0.696), ('p', 1.756, 1.816)]",5,2
118,s3_2_seg119,"[('w', 0.01, 0.07), ('w', 0.1, 0.13), ('b', 0.76, 0.79), ('w', 2.7, 2.74), ('p', 2.97, 3.04), ('v', 4.36, 4.39), ('v', 4.62, 4.65), ('p', 4.76, 4.84)]","[('B', 0.556, 0.606), ('B', 0.696, 0.726), ('p', 3.166, 3.226), ('B', 4.686, 4.726), ('p', 4.836, 4.896)]",8,5
119,s3_2_seg120,"[('m', 0.16, 0.2), ('f', 0.33, 0.41)]","[('p', 0.346, 0.426), ('m', 0.486, 0.516)]",2,2
120,s3_2_seg121,"[('v', 0.73, 0.76), ('m', 0.76, 0.83), ('m', 1.25, 1.34), ('p', 1.34, 1.42)]","[('p', 0.296, 0.336), ('w', 0.336, 0.406), ('B', 0.776, 0.806), ('m', 0.936, 1.006), ('m', 1.256, 1.306), ('p', 1.306, 1.336)]",4,6
121,s3_2_seg122,"[('w', 0.0, 0.03), ('p', 0.27, 0.36), ('w', 0.49, 0.52), ('m', 0.61, 0.71), ('f', 0.88, 1.02), ('f', 2.32, 2.39), ('m', 2.58, 2.61), ('f', 2.92, 2.995), ('b', 4.27, 4.32), ('w', 4.37, 4.43), ('v', 4.68, 4.79), ('m', 5.05, 5.14), ('p', 5.14, 5.24)]","[('p', 0.836, 0.906), ('p', 2.106, 2.166), ('w', 2.166, 2.206), ('f', 2.476, 2.526), ('m', 2.886, 2.916), ('p', 3.606, 3.646), ('w', 3.646, 3.726), ('m', 4.176, 4.206), ('p', 4.276, 4.356), ('b', 5.136, 5.176), ('p', 5.556, 5.626)]",13,11
122,s3_2_seg123,"[('m', 0.04, 0.07), ('v', 0.51, 0.64), ('m', 0.94, 0.99)]","[('B', 0.716, 0.746), ('m', 0.996, 1.026)]",3,2
123,s3_2_seg124,"[('m', 0.54, 0.58), ('p', 2.6, 2.79), ('f', 3.31, 3.49), ('m', 3.82, 3.87)]","[('m', 0.746, 0.816), ('p', 1.686, 1.716), ('p', 2.616, 2.666)]",4,3
124,s3_2_seg125,[],"[('m', 0.746, 0.816), ('p', 1.686, 1.716), ('p', 2.616, 2.666)]",0,3
125,s3_2_seg126,"[('m', 0.46, 0.51)]","[('p', 0.016, 0.046), ('m', 0.936, 0.966)]",1,2
126,s3_2_seg127,"[('m', 1.08, 1.18)]","[('p', 0.266, 0.296), ('w', 0.296, 0.386)]",1,2
127,s3_2_seg128,"[('b', 0.0, 0.04), ('m', 0.48, 0.53), ('v', 2.47, 2.54)]","[('p', 0.026, 0.076), ('p', 0.226, 0.256), ('m', 0.916, 1.026), ('m', 1.896, 1.946), ('b', 1.946, 1.976)]",3,5
128,s3_2_seg129,"[('m', 0.56, 0.64), ('w', 0.64, 0.67), ('p', 1.08, 1.14), ('m', 1.14, 1.21)]","[('m', 1.046, 1.076)]",4,1
129,s3_2_seg130,"[('b', 0.41, 0.44), ('m', 0.5, 0.56)]","[('p', 0.286, 0.316), ('w', 0.316, 0.376)]",2,2
130,s3_2_seg131,"[('v', 0.13, 0.16), ('b', 0.23, 0.26), ('v', 0.3, 0.36), ('f', 0.66, 0.74), ('w', 0.82, 0.85)]","[('B', 0.116, 0.146), ('w', 0.516, 0.546)]",5,2
131,s3_2_seg132,"[('w', 0.0, 0.03)]","[('p', 0.0, 0.026)]",1,1
132,s3_2_seg133,"[('m', 0.13, 0.16), ('v', 1.2, 1.24)]","[('m', 1.536, 1.566)]",2,1
133,s3_2_seg134,"[('p', 0.14, 0.2), ('v', 0.46, 0.51)]","[('B', 0.066, 0.136), ('p', 0.566, 0.636)]",2,2
134,s3_2_seg135,"[('m', 0.26, 0.33), ('w', 1.51, 1.54), ('b', 1.61, 1.64), ('f', 2.08, 2.11), ('b', 2.49, 2.52)]","[('p', 0.846, 0.886), ('F', 1.166, 1.196), ('f', 1.196, 1.256), ('m', 1.346, 1.406), ('m', 1.516, 1.586), ('p', 2.096, 2.156), ('p', 2.406, 2.436)]",5,7
135,s3_2_seg136,"[('f', 0.57, 0.65), ('w', 1.08, 1.11)]","[('B', 1.266, 1.296)]",2,1
136,s3_2_seg137,"[('m', 0.08, 0.11), ('m', 0.42, 0.45), ('b', 0.82, 0.85), ('p', 1.28, 1.35), ('w', 1.595, 1.64)]","[('p', 1.096, 1.126)]",5,1
137,s3_2_seg138,"[('v', 0.95, 1.01), ('f', 1.01, 1.12)]",[],2,0
138,s3_2_seg139,"[('b', 0.0, 0.03), ('v', 0.44, 0.47), ('w', 0.69, 0.72), ('p', 1.06, 1.13), ('p', 1.23, 1.27), ('f', 1.72, 1.77), ('m', 2.37, 2.41)]","[('b', 0.026, 0.166), ('p', 0.896, 0.966), ('p', 1.026, 1.086), ('m', 1.436, 1.546), ('p', 1.546, 1.576)]",7,5
139,s3_2_seg140,"[('p', 0.07, 0.13), ('p', 0.24, 0.27), ('f', 0.68, 0.77), ('m', 0.81, 0.86)]","[('p', 0.136, 0.186), ('p', 0.266, 0.316), ('p', 0.706, 0.746), ('m', 0.896, 0.956)]",4,4
140,s3_2_seg141,"[('m', 0.1, 0.15), ('b', 0.41, 0.45), ('f', 0.62, 0.65), ('v', 0.68, 0.76), ('v', 0.88, 0.91), ('m', 1.05, 1.14)]","[('b', 0.036, 0.096), ('m', 0.356, 0.386), ('m', 0.496, 0.546), ('b', 0.546, 0.576), ('B', 0.876, 0.906), ('m', 1.196, 1.226)]",6,6
141,s3_2_seg142,"[('w', 0.11, 0.23), ('f', 0.33, 0.43), ('m', 0.47, 0.54)]","[('B', 0.156, 0.196), ('p', 0.426, 0.476), ('m', 0.586, 0.646)]",3,3
142,s3_2_seg143,"[('m', 0.1, 0.13), ('v', 0.29, 0.32), ('v', 0.95, 0.99)]","[('B', 0.496, 0.536)]",3,1
143,s3_2_seg144,"[('w', 0.14, 0.18), ('b', 0.24, 0.31), ('w', 1.52, 1.55), ('m', 1.62, 1.66), ('f', 2.735, 2.82), ('f', 3.35, 3.38), ('b', 3.44, 3.47), ('m', 4.77, 4.82)]","[('m', 0.416, 0.466), ('p', 1.096, 1.126), ('p', 2.176, 2.206), ('p', 2.516, 2.576), ('B', 2.796, 2.826), ('m', 3.446, 3.496), ('w', 3.496, 3.616)]",8,7
144,s3_2_seg145,"[('m', 2.24, 3.52), ('w', 3.55, 3.58), ('b', 4.13, 4.16)]","[('m', 2.016, 2.076), ('m', 2.216, 2.256), ('m', 3.766, 3.806), ('B', 4.126, 4.176)]",3,4
145,s3_2_seg146,"[('m', 0.52, 0.55)]",[],1,0
146,s3_2_seg147,"[('m', 0.13, 0.18), ('p', 1.4, 1.45)]","[('p', 1.596, 1.666)]",2,1
147,s3_2_seg148,"[('w', 0.04, 0.32), ('m', 1.32, 1.38)]","[('m', 1.236, 1.276)]",2,1
148,s3_2_seg149,"[('w', 0.1, 0.23), ('b', 0.45, 0.51), ('b', 0.64, 0.67), ('m', 1.1, 1.17), ('m', 1.31, 1.38)]","[('m', 0.656, 0.746), ('p', 0.746, 0.816), ('f', 0.886, 0.976)]",5,3
149,s3_2_seg150,"[('w', 0.865, 0.91), ('m', 0.96, 1.02), ('v', 1.24, 1.28), ('p', 2.16, 2.2), ('m', 3.84, 3.975), ('f', 4.01, 4.1)]","[('m', 1.296, 1.356), ('B', 1.686, 1.716), ('p', 2.126, 2.176), ('m', 2.366, 2.446), ('w', 4.996, 5.026), ('m', 5.166, 5.216)]",6,6
150,s3_2_seg151,"[('v', 0.67, 0.7), ('m', 0.7, 0.73), ('m', 0.79, 0.85), ('f', 1.35, 1.47), ('w', 1.87, 1.99), ('m', 2.04, 2.09), ('m', 2.65, 2.74)]","[('m', 0.556, 0.596), ('F', 1.196, 1.226), ('f', 1.226, 1.306), ('m', 2.076, 2.146)]",7,4
151,s3_2_seg152,"[('m', 0.0, 0.05), ('m', 0.33, 0.36)]","[('m', 0.076, 0.206), ('m', 0.456, 0.516), ('w', 1.286, 1.316)]",2,3
152,s3_2_seg153,[],[],0,0
153,s3_2_seg154,[],[],0,0
154,s3_2_seg155,"[('v', 0.66, 0.71), ('f', 0.95, 1.02), ('v', 1.21, 1.24), ('f', 1.43, 1.46)]","[('B', 1.626, 1.676)]",4,1
155,s3_2_seg156,"[('m', 0.45, 0.5), ('f', 0.8, 0.835)]","[('p', 0.016, 0.076), ('w', 0.076, 0.126), ('m', 0.276, 0.316), ('b', 0.316, 0.346)]",2,4
156,s3_2_seg157,[],"[('b', 0.026, 0.136)]",0,1
157,s3_2_seg158,"[('f', 0.45, 0.58), ('v', 3.07, 3.1), ('w', 3.28, 3.32), ('m', 3.67, 3.73), ('p', 4.13, 4.16)]","[('w', 0.236, 0.276), ('f', 0.566, 0.656), ('B', 3.196, 3.226), ('p', 4.536, 4.606)]",5,4
158,s3_2_seg159,"[('b', 2.44, 2.47)]","[('p', 2.366, 2.416)]",1,1
159,s3_2_seg160,"[('m', 0.0, 0.03), ('m', 0.34, 0.37), ('b', 0.37, 0.4), ('b', 0.63, 0.68)]","[('m', 0.026, 0.096), ('m', 0.166, 0.216), ('B', 0.316, 0.416)]",4,3
160,s3_2_seg161,"[('m', 0.58, 0.67)]","[('w', 0.326, 0.426)]",1,1
161,s3_2_seg162,[],[],0,0
162,s3_2_seg163,"[('p', 0.16, 0.22)]","[('m', 0.216, 0.296)]",1,1
163,s3_2_seg164,"[('w', 0.24, 0.3), ('m', 0.36, 0.47)]","[('m', 0.236, 0.286)]",2,1
164,s3_2_seg165,[],"[('w', 0.836, 0.886), ('m', 1.076, 1.156)]",0,2
165,s3_2_seg166,"[('f', 0.47, 0.57), ('m', 0.97, 1.06), ('w', 1.58, 1.64), ('w', 1.88, 1.91), ('m', 2.4, 2.47)]","[('f', 0.316, 0.466), ('m', 1.936, 2.026), ('m', 2.566, 2.636)]",5,3
166,s3_2_seg167,"[('m', 0.22, 0.29), ('p', 0.29, 0.32), ('b', 0.55, 0.58), ('w', 0.7, 0.73), ('m', 0.76, 1.77), ('w', 1.89, 2.03)]","[('m', 0.446, 0.546), ('p', 0.546, 0.576), ('B', 0.796, 0.856), ('m', 2.176, 2.246)]",6,4
167,s3_2_seg168,"[('p', 0.0, 0.03), ('p', 0.19, 0.22), ('f', 0.79, 0.85)]","[('B', 0.236, 0.266), ('p', 0.726, 0.756)]",3,2
168,s3_2_seg169,"[('m', 0.16, 0.25), ('w', 0.25, 0.33), ('f', 1.3, 1.4), ('m', 1.43, 1.53), ('f', 3.18, 3.28), ('v', 4.92, 4.96), ('f', 5.2, 5.27), ('m', 5.44, 5.631)]","[('p', 1.436, 1.476), ('f', 1.726, 1.816), ('m', 1.866, 1.916), ('f', 3.276, 3.416), ('p', 4.546, 4.586), ('B', 5.206, 5.236)]",8,6
169,s3_2_seg170,"[('b', 0.48, 0.52), ('p', 3.68, 3.71)]","[('B', 0.146, 0.176), ('p', 0.486, 0.546), ('m', 1.696, 2.336), ('p', 3.836, 3.926)]",2,4
170,s3_2_seg171,"[('f', 0.33, 0.39), ('b', 0.71, 0.75), ('p', 1.23, 1.26)]","[('p', 1.226, 1.286)]",3,1
171,s3_2_seg172,[],"[('f', 0.176, 0.206), ('w', 0.206, 0.286)]",0,2
172,s3_2_seg173,[],[],0,0
173,s3_2_seg174,"[('m', 0.25, 0.35), ('p', 0.68, 0.79)]","[('m', 0.716, 0.766)]",2,1
174,s3_2_seg175,"[('v', 0.57, 0.61), ('b', 0.61, 0.66), ('b', 1.24, 1.27)]","[('p', 0.006, 0.036), ('p', 0.216, 0.246), ('p', 1.176, 1.206)]",3,3
175,s3_2_seg176,"[('w', 0.0, 0.1), ('f', 1.15, 1.23), ('f', 3.17, 3.25), ('p', 3.36, 3.43), ('v', 4.97, 5.0), ('f', 5.27, 5.4), ('v', 5.66, 5.75), ('v', 6.0, 6.04), ('b', 6.82, 6.86), ('f', 7.01, 7.04)]","[('f', 0.346, 0.386), ('B', 0.756, 0.786), ('B', 2.596, 2.646), ('B', 2.736, 2.766), ('p', 3.286, 3.316), ('B', 5.726, 5.766), ('B', 6.586, 6.656), ('B', 7.066, 7.126)]",10,8
176,s3_2_seg177,"[('v', 0.34, 0.39), ('m', 0.97, 1.02)]","[('m', 0.956, 0.986)]",2,1
177,s3_2_seg178,"[('m', 1.5, 1.59), ('p', 2.11, 2.14), ('b', 2.57, 2.67), ('w', 2.83, 2.92), ('p', 3.28, 3.35), ('v', 3.47, 3.53)]","[('m', 0.446, 0.516), ('b', 0.516, 0.556), ('B', 1.196, 1.236), ('p', 1.656, 1.716), ('p', 2.116, 2.176), ('w', 2.376, 2.446), ('m', 2.806, 2.846), ('w', 2.846, 2.906)]",6,8
178,s3_2_seg179,"[('m', 0.78, 0.81), ('m', 1.08, 1.16), ('b', 1.52, 1.55), ('b', 2.02, 2.05), ('w', 2.34, 2.37)]","[('b', 0.0, 0.026), ('B', 0.556, 0.606), ('m', 0.716, 0.746), ('m', 0.826, 0.866), ('w', 1.076, 1.106), ('p', 1.256, 1.296)]",5,6
179,s3_2_seg180,[],[],0,0
180,s3_2_seg181,"[('m', 0.71, 0.85), ('p', 1.38, 1.41), ('p', 1.59, 1.62), ('v', 2.3, 2.33), ('m', 3.06, 3.09), ('p', 3.91, 3.94)]","[('p', 1.826, 1.856), ('p', 1.996, 2.026), ('m', 2.856, 2.886), ('p', 4.156, 4.196), ('f', 4.356, 4.396), ('B', 4.776, 4.806), ('m', 5.206, 5.276)]",6,7
181,s3_2_seg182,"[('b', 0.69, 0.72)]","[('B', 2.116, 2.196), ('m', 2.256, 2.286)]",1,2
182,s3_2_seg183,"[('w', 0.55, 0.6), ('m', 0.71, 0.74), ('v', 1.02, 1.09), ('m', 1.09, 1.13)]","[('p', 0.866, 0.906), ('m', 1.116, 1.196)]",4,2
183,s3_2_seg184,"[('m', 0.0, 0.06)]","[('m', 0.0, 0.036), ('p', 0.066, 0.096), ('F', 0.416, 0.476), ('w', 0.476, 0.546)]",1,4
184,s3_2_seg185,"[('m', 0.75, 1.38)]","[('m', 0.546, 0.616)]",1,1
185,s3_2_seg186,"[('m', 1.76, 2.58), ('m', 2.885, 2.95)]","[('m', 2.446, 2.486), ('B', 2.746, 2.796), ('m', 2.966, 3.026)]",2,3
186,s3_2_seg187,"[('f', 0.86, 0.89), ('m', 0.95, 2.74)]","[('w', 0.106, 0.146), ('m', 0.776, 0.806)]",2,2
187,s3_2_seg188,"[('v', 0.85, 0.89), ('b', 1.12, 1.15)]","[('p', 0.646, 0.676)]",2,1
188,s3_2_seg189,"[('b', 2.38, 2.42)]","[('p', 0.016, 0.046), ('B', 1.346, 1.376)]",1,2
189,s3_2_seg190,"[('w', 0.13, 0.19), ('b', 1.1, 1.15), ('b', 1.36, 1.39)]","[('m', 0.0, 0.086), ('p', 0.626, 0.706), ('p', 0.836, 0.876), ('p', 0.956, 1.026)]",3,4
190,s3_2_seg191,"[('m', 1.21, 1.86)]","[('m', 0.566, 0.776)]",1,1
191,s3_2_seg192,"[('v', 0.04, 0.24), ('v', 0.74, 0.84), ('p', 0.84, 0.9), ('p', 0.99, 1.02)]","[('m', 0.416, 0.516), ('p', 0.836, 0.886)]",4,2
192,s3_2_seg193,"[('m', 0.34, 0.41), ('b', 0.7, 0.73), ('m', 0.91, 0.96), ('f', 0.96, 0.99), ('w', 1.57, 1.6), ('m', 2.66, 2.7), ('b', 2.82, 2.86), ('v', 3.02, 3.06), ('m', 3.17, 3.21)]","[('p', 0.636, 0.706), ('B', 0.946, 1.006), ('m', 1.186, 1.226), ('w', 1.356, 1.456), ('p', 1.886, 1.916), ('w', 1.916, 2.646), ('m', 3.276, 3.316)]",9,7
193,s3_2_seg194,"[('f', 0.56, 0.59)]","[('m', 0.106, 0.146), ('w', 0.376, 0.436)]",1,2
194,s3_2_seg195,"[('f', 0.17, 0.25), ('v', 0.51, 0.54), ('b', 0.54, 0.57), ('f', 4.0, 4.1), ('f', 4.66, 4.69), ('b', 4.75, 4.78)]","[('F', 0.146, 0.216), ('f', 0.216, 0.316), ('m', 3.496, 3.586), ('m', 3.696, 3.766), ('p', 3.766, 3.816), ('p', 4.346, 4.396), ('p', 4.486, 4.556), ('w', 4.556, 4.596)]",6,8
195,s3_2_seg196,"[('b', 0.45, 0.48)]","[('B', 0.416, 0.456)]",1,1
196,s3_2_seg197,"[('m', 0.35, 0.39), ('w', 0.46, 0.49), ('p', 0.71, 0.75), ('v', 1.1, 1.14), ('m', 2.06, 2.13), ('w', 2.61, 2.7), ('p', 2.77, 2.8), ('f', 2.96, 3.02), ('f', 3.1, 3.25), ('v', 3.43, 3.46), ('m', 3.52, 3.66), ('p', 3.89, 4.01)]","[('m', 0.436, 0.486), ('B', 0.541, 0.586), ('B', 1.046, 1.086), ('p', 1.316, 1.366), ('B', 2.446, 2.486), ('m', 2.666, 2.746), ('m', 2.746, 2.816), ('m', 3.481, 3.566), ('p', 3.606, 3.676)]",12,9
197,s3_2_seg198,"[('w', 0.58, 0.62), ('b', 1.16, 1.22), ('m', 1.33, 1.41), ('b', 1.5, 1.6)]","[('m', 1.066, 1.136), ('m', 1.426, 1.506), ('m', 1.826, 1.906)]",4,3
198,s3_2_seg199,"[('f', 0.29, 0.37), ('v', 1.84, 1.93), ('f', 3.27, 3.31), ('w', 7.67, 7.74), ('w', 7.99, 8.07), ('m', 8.35, 8.42), ('b', 9.02, 9.05)]","[('B', 8.466, 8.506)]",7,1
199,s3_2_seg200,"[('m', 0.74, 0.89), ('m', 5.35, 7.08), ('f', 7.08, 7.17), ('m=', 7.17, 7.33), ('f', 7.39, 7.42), ('m', 8.2, 9.52), ('b', 9.71, 9.83)]","[('f', 7.511, 7.586), ('b', 9.476, 9.566), ('B', 9.676, 9.756), ('p', 9.896, 9.926)]",7,4
200,s3_2_seg201,"[('w', 0.19, 0.22), ('w', 0.42, 0.46)]","[('p', 0.596, 0.656), ('f', 0.996, 1.026), ('w', 1.026, 1.096)]",2,3
201,s3_2_seg202,"[('v', 0.08, 0.13), ('v', 0.24, 0.33), ('f', 0.33, 0.36), ('w', 1.03, 1.17), ('w', 1.27, 1.31), ('p', 1.47, 1.54), ('p', 1.63, 1.67), ('v', 2.67, 2.74), ('b', 2.74, 2.78)]","[('b', 0.056, 0.216), ('m', 0.586, 0.636), ('m', 0.636, 0.696), ('p', 1.286, 1.326), ('m', 1.786, 1.846), ('m', 2.446, 2.556), ('p', 2.556, 2.586)]",9,7
202,s3_2_seg203,"[('b', 0.14, 0.19), ('v', 0.44, 0.5), ('w', 0.5, 0.6), ('w', 1.14, 1.41), ('p', 2.19, 2.22), ('f', 2.53, 2.56)]","[('p', 0.266, 0.316), ('m', 1.226, 1.326), ('w', 2.116, 2.196), ('p', 2.476, 2.506)]",6,4
203,s3_2_seg204,"[('f', 0.81, 0.84), ('m', 0.87, 0.92), ('p', 0.98, 1.01)]","[('m', 0.506, 0.586), ('p', 0.586, 0.636)]",3,2
204,s3_2_seg205,"[('m', 0.15, 0.4), ('m', 0.89, 0.99), ('p', 1.1, 1.13), ('p', 1.46, 1.52)]","[('m', 0.406, 0.466), ('B', 0.626, 0.696)]",4,2
205,s3_2_seg206,"[('m', 0.32, 0.39), ('v', 0.82, 0.88), ('w', 1.01, 1.1), ('b', 1.3, 1.34), ('v', 2.5, 2.55)]","[('B', 0.131, 0.176), ('B', 0.866, 0.956), ('m', 1.176, 1.216), ('p', 1.586, 1.636)]",5,4
206,s3_2_seg207,"[('m', 1.02, 1.15), ('f', 1.33, 1.37), ('m', 1.45, 1.52), ('v', 1.85, 1.9), ('w', 1.97, 2.0)]","[('w', 0.416, 0.466), ('m', 0.766, 0.816), ('p', 0.816, 0.876), ('w', 1.576, 1.616)]",5,4
207,s3_2_seg208,"[('b', 0.3, 0.35), ('f', 0.47, 0.5), ('f', 1.01, 1.1), ('v', 2.13, 2.18), ('v', 2.68, 2.76), ('w', 3.54, 3.61), ('m', 3.7, 3.73)]","[('p', 0.096, 0.126), ('f', 0.346, 0.446), ('m', 2.216, 2.256), ('b', 2.256, 2.286)]",7,4
208,s3_2_seg209,"[('w', 0.0, 0.44), ('m', 1.55, 1.84)]","[('p', 0.0, 0.046), ('m', 0.266, 0.316), ('w', 0.516, 0.586)]",2,3
209,s3_2_seg210,"[('f', 0.4, 0.44), ('v', 0.63, 0.66)]","[('m', 0.376, 0.436), ('p', 0.496, 0.566)]",2,2
210,s3_2_seg211,"[('f', 0.03, 0.06), ('f', 0.2, 0.28), ('m', 0.35, 0.38), ('f', 0.44, 0.55), ('w', 1.57, 1.61)]","[('f', 0.686, 0.736)]",5,1
211,s3_2_seg212,"[('f', 0.83, 0.87)]","[('p', 0.236, 0.306), ('f', 0.546, 0.676)]",1,2
212,s3_2_seg213,"[('b', 0.54, 0.59), ('m', 0.89, 1.48)]","[('m', 0.0, 0.076), ('m', 0.306, 0.366), ('b', 0.366, 0.396)]",2,3
213,s3_2_seg214,"[('f', 0.68, 0.71), ('f', 0.87, 1.0), ('w', 1.23, 1.37), ('m', 1.79, 1.82), ('f', 1.82, 1.88), ('m', 2.04, 2.55), ('b', 2.55, 2.69)]","[('f', 0.566, 0.596), ('b', 1.246, 1.286), ('B', 1.366, 1.416), ('p', 2.146, 2.216), ('m', 2.666, 2.696), ('b', 2.696, 2.736)]",7,6
214,s3_2_seg215,"[('p', 0.88, 0.91), ('b', 1.04, 1.07), ('b', 1.26, 1.35), ('w', 1.92, 1.98), ('p', 2.51, 2.54)]","[('p', 0.436, 0.516), ('w', 0.516, 0.566), ('m', 1.186, 1.246), ('m', 1.736, 1.786), ('p', 1.786, 1.816), ('m', 2.176, 2.256)]",5,6
215,s3_2_seg216,"[('m', 0.27, 0.34)]","[('p', 0.106, 0.206), ('w', 0.206, 0.266)]",1,2
216,s3_2_seg217,"[('w', 0.0, 0.03)]","[('B', 0.316, 0.346)]",1,1
217,s3_2_seg218,[],[],0,0
218,s3_2_seg219,"[('v', 0.35, 0.38), ('v', 0.44, 0.47), ('v', 1.71, 1.75), ('v', 2.13, 2.18)]","[('p', 1.196, 1.276), ('m', 1.626, 1.696)]",4,2
219,s3_2_seg220,"[('b', 0.11, 0.15), ('v', 0.75, 0.79), ('f', 1.46, 1.5), ('m', 1.56, 1.62)]","[('p', 1.246, 1.296), ('w', 1.456, 1.506), ('B', 1.536, 1.576)]",4,3
220,s3_2_seg221,"[('w', 0.06, 0.13), ('m', 0.46, 0.52), ('f', 0.93, 1.04), ('m', 1.1, 2.435), ('w', 3.23, 3.26)]","[('m', 0.456, 0.526), ('m', 0.526, 0.586), ('p', 0.816, 0.876)]",5,3
221,s3_2_seg222,"[('b', 0.18, 0.22), ('f', 0.26, 0.29)]","[('B', 0.306, 0.336)]",2,1
222,s3_2_seg223,"[('p', 0.83, 0.86)]","[('p', 0.826, 0.866), ('m', 1.346, 1.376)]",1,2
223,s3_2_seg224,"[('p', 1.42, 1.45)]","[('B', 0.496, 0.526), ('w', 0.526, 0.586), ('p', 1.186, 1.226)]",1,3
224,s3_2_seg225,"[('f', 0.73, 0.76), ('f', 0.81, 0.86), ('m', 1.04, 1.07)]","[('m', 1.596, 1.626)]",3,1
225,s3_2_seg226,"[('w', 0.12, 0.15), ('b', 0.21, 0.24), ('m', 0.785, 0.86)]",[],3,0
226,s3_2_seg227,"[('w', 1.49, 1.53), ('m', 1.8, 1.83)]","[('B', 0.946, 1.026), ('m', 1.356, 1.386)]",2,2
227,s3_2_seg228,"[('f', 0.85, 0.9), ('m', 1.01, 1.04), ('f', 1.07, 1.14), ('v', 1.34, 1.37), ('m', 1.37, 1.42), ('w', 1.64, 1.71), ('v', 3.54, 3.61)]","[('m', 0.036, 0.126), ('m', 0.576, 0.616), ('m', 0.776, 0.816), ('B', 1.206, 1.246), ('F', 1.446, 1.486), ('B', 2.991, 3.026)]",7,6
228,s3_2_seg229,"[('f', 1.99, 2.02), ('m', 2.1, 2.13), ('m', 2.24, 2.31), ('m', 3.32, 3.38), ('p', 3.76, 3.79), ('m', 4.29, 4.35), ('b', 4.53, 4.57), ('v', 4.76, 4.79), ('m', 4.92, 5.0), ('f', 5.68, 5.73)]","[('p', 3.096, 3.166), ('m', 3.806, 3.876), ('p', 3.876, 3.926), ('B', 4.616, 4.656), ('m', 4.946, 5.056), ('m', 5.246, 5.346), ('p', 5.346, 5.406), ('p', 5.696, 5.726), ('w', 5.726, 5.806)]",10,9
229,s3_2_seg230,"[('m', 0.19, 0.24)]","[('m', 0.076, 0.116)]",1,1
230,s3_2_seg231,"[('m', 0.43, 0.48)]",[],1,0
231,s3_2_seg232,"[('w', 0.56, 0.59), ('b', 0.98, 1.01), ('w', 1.4, 1.43), ('m', 1.63, 1.66), ('w', 3.12, 3.16), ('p', 4.04, 4.09), ('v', 4.3, 4.35), ('p', 5.23, 5.26), ('w', 5.39, 5.42), ('m', 6.57, 6.6)]","[('B', 0.116, 0.146), ('p', 0.336, 0.376), ('m', 1.846, 1.886), ('B', 4.566, 4.606), ('m', 6.246, 6.296)]",10,5
232,s3_2_seg233,[],"[('p', 0.396, 0.476), ('w', 0.476, 0.526), ('p', 0.646, 0.726), ('B', 0.796, 0.836)]",0,4
233,s3_2_seg234,"[('w', 0.03, 0.23), ('m', 0.77, 0.8), ('v', 1.14, 1.21), ('m', 1.21, 1.28)]","[('m', 0.036, 0.156), ('f', 0.566, 0.596), ('B', 1.006, 1.046), ('m', 1.226, 1.316)]",4,4
234,s3_2_seg235,"[('m', 0.03, 0.35), ('p', 0.47, 0.5), ('w', 0.75, 0.78)]","[('p', 0.466, 0.506)]",3,1
235,s3_2_seg236,"[('w', 0.02, 0.06), ('f', 0.27, 0.3), ('v', 1.29, 1.38), ('m', 1.45, 1.51), ('f', 1.75, 1.79), ('m', 2.19, 2.23)]","[('m', 0.196, 0.266), ('p', 0.686, 0.716), ('m', 1.576, 1.656), ('p', 2.066, 2.116), ('m', 2.516, 2.556)]",6,5
236,s3_2_seg237,"[('m', 0.0, 0.08), ('f', 0.23, 0.27), ('b', 0.54, 0.64), ('v', 1.25, 1.3)]","[('B', 0.396, 0.426), ('m', 0.626, 0.666), ('p', 0.766, 0.796), ('B', 1.296, 1.346)]",4,4
237,s3_2_seg238,"[('w', 1.04, 1.08)]","[('f', 0.236, 0.276), ('B', 1.916, 1.956), ('B', 2.526, 2.566)]",1,3
238,s3_2_seg239,"[('m', 0.14, 0.22), ('m', 1.26, 1.31), ('b', 1.66, 1.7), ('m', 1.8, 1.86), ('f', 2.23, 2.26)]","[('m', 0.836, 0.886), ('p', 1.206, 1.266), ('w', 2.006, 2.056), ('m', 2.526, 2.556), ('b', 2.556, 2.606)]",5,5
